Origem - Cidade,Destino - Cidade,Distance (GCD),Latitude_Origin,Longitude_Origin,Latitude_Destination,Longitude_Destination
Vitória,Porto Alegre,12422.416619,-36.59861,144.678005,-30.0325,-51.230377
Curitiba,Porto,8507.384414,-25.429596,-49.271272,41.15022,-8.61035
Porto,Curitiba,8507.384414,41.15022,-8.61035,-25.429596,-49.271272
Uberaba,Porto Alegre,1190.353808,-19.750833,-47.936666,-30.0325,-51.230377
Porto Alegre,Uberaba,1190.353808,-30.0325,-51.230377,-19.750833,-47.936666
Manaus,Porto Velho,758.455811,-3.131633,-59.982504,-8.749452,-63.873544
Porto Velho,Manaus,758.455811,-8.749452,-63.873544,-3.131633,-59.982504
Goiânia,Manaus,1908.904912,-16.680882,-49.253269,-3.131633,-59.982504
Manaus,Goiânia,1908.904912,-3.131633,-59.982504,-16.680882,-49.253269
Goiânia,Campinas,729.172872,-16.680882,-49.253269,-22.905639,-47.059564
Campinas,Manaus,2602.225862,-22.905639,-47.059564,-3.131633,-59.982504
Imperatriz,Belo Horizonte,1645.697843,-5.526928,-47.478115,-19.922732,-43.945095
Uberlândia,Campinas,460.982511,-18.918804,-48.276784,-22.905639,-47.059564
Campinas,Uberlândia,460.982511,-22.905639,-47.059564,-18.918804,-48.276784
Viena,Nova York,6796.243231,48.208354,16.372504,40.712728,-74.006015
Nova York,Viena,6796.243231,40.712728,-74.006015,48.208354,16.372504
Brasília,Sarajevo,9372.683022,-10.333333,-53.2,43.857071,18.412615
Sarajevo,Brasília,9372.683022,43.857071,18.412615,-10.333333,-53.2
Brasília,Foz do Iguaçu,1696.111142,-10.333333,-53.2,-25.530402,-54.583069
Foz do Iguaçu,Brasília,1696.111142,-25.530402,-54.583069,-10.333333,-53.2
Macapá,Vitória,15638.334843,0.040153,-51.056959,-36.59861,144.678005
Vitória,Macapá,15638.334843,-36.59861,144.678005,0.040153,-51.056959
Florianópolis,Lisboa,8433.23421,-27.5973,-48.54961,38.707751,-9.136592
Lisboa,Florianópolis,8433.23421,38.707751,-9.136592,-27.5973,-48.54961
Boa Vista,Brasília,1680.386972,2.820848,-60.671958,-10.333333,-53.2
Macapá,Florianópolis,3084.777235,0.040153,-51.056959,-27.5973,-48.54961
Florianópolis,Macapá,3084.777235,-27.5973,-48.54961,0.040153,-51.056959
Petrolina,Curitiba,2010.836818,-9.381733,-40.496888,-25.429596,-49.271272
Florianópolis,Petrolina,2194.412187,-27.5973,-48.54961,-9.381733,-40.496888
Fortaleza,Washington,6173.239587,-3.793217,-38.528036,38.895098,-77.036385
Brasília,Madri,14960.929858,-10.333333,-53.2,25.049132,81.377551
Santa Maria,Pistoia,10495.028679,-29.686051,-53.806921,43.974096,10.868708
Gotemburgo,Curitiba,10843.456001,57.707233,11.967017,-25.429596,-49.271272
Curitiba,Gotemburgo,10843.456001,-25.429596,-49.271272,57.707233,11.967017
Amsterdam,Curitiba,10117.628559,52.37308,4.892453,-25.429596,-49.271272
Curitiba,Amsterdam,10117.628559,-25.429596,-49.271272,52.37308,4.892453
Porto Alegre,Macapá,3343.97684,-30.0325,-51.230377,0.040153,-51.056959
Macapá,Porto Alegre,3343.97684,0.040153,-51.056959,-30.0325,-51.230377
São Paulo,Manaus,2686.019472,-23.550651,-46.633382,-3.131633,-59.982504
Manaus,São Paulo,2686.019472,-3.131633,-59.982504,-23.550651,-46.633382
Casablanca,Recife,5452.821692,33.594514,-7.620028,-8.058493,-34.884819
Recife,Casablanca,5452.821692,-8.058493,-34.884819,33.594514,-7.620028
Macapá,Cuiabá,1824.973481,0.040153,-51.056959,-15.598669,-56.09913
Cuiabá,Macapá,1824.973481,-15.598669,-56.09913,0.040153,-51.056959
Macapá,Chapecó,3021.588839,0.040153,-51.056959,-27.092236,-52.616688
Chapecó,Macapá,3021.588839,-27.092236,-52.616688,0.040153,-51.056959
Aracaju,Pelotas,2798.848356,-10.916206,-37.077466,-31.769974,-52.341016
Pelotas,Aracaju,2798.848356,-31.769974,-52.341016,-10.916206,-37.077466
Macapá,Uberlândia,2129.866145,0.040153,-51.056959,-18.918804,-48.276784
Uberlândia,Macapá,2129.866145,-18.918804,-48.276784,0.040153,-51.056959
Uberlândia,Vitória da Conquista,910.750948,-18.918804,-48.276784,-14.856749,-40.84148
Vitória da Conquista,Uberlândia,910.750948,-14.856749,-40.84148,-18.918804,-48.276784
Cuiabá,Brasília,664.374388,-15.598669,-56.09913,-10.333333,-53.2
Brasília,Cuiabá,664.374388,-10.333333,-53.2,-15.598669,-56.09913
Montevidéu,Brasília,2749.137141,-34.905892,-56.19131,-10.333333,-53.2
Brasília,Cidade do México,6017.615163,-10.333333,-53.2,19.320772,-99.151468
Lima,São Paulo,3453.176163,-12.045981,-77.030591,-23.550651,-46.633382
Belém,Fortaleza,1134.377332,-1.45056,-48.468245,-3.793217,-38.528036
Fortaleza,Aracaju,808.01192,-3.793217,-38.528036,-10.916206,-37.077466
Aracaju,Fortaleza,808.01192,-10.916206,-37.077466,-3.793217,-38.528036
Aracaju,João Pessoa,485.944585,-10.916206,-37.077466,-7.121598,-34.882028
João Pessoa,Aracaju,485.944585,-7.121598,-34.882028,-10.916206,-37.077466
Paris,Brasília,8520.258488,48.85889,2.320041,-10.333333,-53.2
Brasília,Paris,8520.258488,-10.333333,-53.2,48.85889,2.320041
Rio de Janeiro,Dallas,8404.532366,-22.911014,-43.209373,32.776272,-96.796856
Dallas,Rio de Janeiro,8404.532366,32.776272,-96.796856,-22.911014,-43.209373
Porto Alegre,Bauru,884.512144,-30.0325,-51.230377,-22.31738,-49.068978
Bauru,Porto Alegre,884.512144,-22.31738,-49.068978,-30.0325,-51.230377
Rio de Janeiro,Natal,2086.628596,-22.911014,-43.209373,-5.805398,-35.20809
Natal,Rio de Janeiro,2086.628596,-5.805398,-35.20809,-22.911014,-43.209373
Rio Branco,Rio de Janeiro,2985.421418,-9.976536,-67.822078,-22.911014,-43.209373
Rio de Janeiro,Rio Branco,2985.421418,-22.911014,-43.209373,-9.976536,-67.822078
Petrolina,Florianópolis,2194.412187,-9.381733,-40.496888,-27.5973,-48.54961
Guarulhos,Petrolina,1692.428118,-23.467594,-46.52777,-9.381733,-40.496888
Brasília,Faro,7070.27001,-10.333333,-53.2,37.016294,-7.935182
Florianópolis,Quito,4412.874883,-27.5973,-48.54961,-0.220164,-78.512327
Brasília,Hanói,17481.242516,-10.333333,-53.2,21.028333,105.854041
Oslo,Rio de Janeiro,10422.566552,59.91333,10.73897,-22.911014,-43.209373
Rio de Janeiro,Oslo,10422.566552,-22.911014,-43.209373,59.91333,10.73897
Aracaju,Manaus,2669.736229,-10.916206,-37.077466,-3.131633,-59.982504
Manaus,Aracaju,2669.736229,-3.131633,-59.982504,-10.916206,-37.077466
Nice,Manaus,8454.21845,43.700936,7.268391,-3.131633,-59.982504
Manaus,Guarulhos,2684.495712,-3.131633,-59.982504,-23.467594,-46.52777
Guarulhos,Milão,9506.806494,-23.467594,-46.52777,45.464194,9.189635
Maringá,Brasília,1461.900637,-23.425269,-51.938208,-10.333333,-53.2
Brasília,Maringá,1461.900637,-10.333333,-53.2,-23.425269,-51.938208
Rio de Janeiro,San Salvador,6451.118738,-22.911014,-43.209373,13.697629,-89.191156
Brasília,Navegantes,1901.860876,-10.333333,-53.2,-26.889881,-48.649583
Navegantes,Brasília,1901.860876,-26.889881,-48.649583,-10.333333,-53.2
Belém,Macapá,332.141108,-1.45056,-48.468245,0.040153,-51.056959
Belo Horizonte,Georgetown,3353.433922,-19.922732,-43.945095,6.803256,-58.14554
Havana,Brasília,4890.733107,23.135305,-82.358963,-10.333333,-53.2
Brasília,Havana,4890.733107,-10.333333,-53.2,23.135305,-82.358963
Tabatinga,Manaus,2401.852679,-21.737377,-48.688052,-3.131633,-59.982504
Manaus,Tabatinga,2401.852679,-3.131633,-59.982504,-21.737377,-48.688052
Recife,Patos,287.577388,-8.058493,-34.884819,-7.025828,-37.276682
Patos,Recife,287.577388,-7.025828,-37.276682,-8.058493,-34.884819
Navegantes,Fortaleza,2784.590771,-26.889881,-48.649583,-3.793217,-38.528036
Brasília,Tóquio,16907.6209,-10.333333,-53.2,35.67686,139.763895
Maputo,São Paulo,7869.23517,-25.966213,32.56745,-23.550651,-46.633382
São Paulo,Maputo,7869.23517,-23.550651,-46.633382,-25.966213,32.56745
Florianópolis,São Luís,2823.850682,-27.5973,-48.54961,-2.529526,-44.296394
Manaus,São Gabriel da Cachoeira,856.863542,-3.131633,-59.982504,-0.124972,-67.081385
São Gabriel da Cachoeira,Manaus,856.863542,-0.124972,-67.081385,-3.131633,-59.982504
Joinville,Montevidéu,11077.749448,48.443325,5.137754,-34.905892,-56.19131
Boa Vista,Porto Velho,1334.614921,2.820848,-60.671958,-8.749452,-63.873544
Porto Velho,Boa Vista,1334.614921,-8.749452,-63.873544,2.820848,-60.671958
Nagoya,Brasília,17068.479454,35.185104,136.899844,-10.333333,-53.2
Brasília,Nagoya,17068.479454,-10.333333,-53.2,35.185104,136.899844
Boa Vista,Cuiabá,2109.029041,2.820848,-60.671958,-15.598669,-56.09913
Cuiabá,Boa Vista,2109.029041,-15.598669,-56.09913,2.820848,-60.671958
Campinas,Rio Branco,2634.236406,-22.905639,-47.059564,-9.976536,-67.822078
Rio Branco,Campinas,2634.236406,-9.976536,-67.822078,-22.905639,-47.059564
São Luís,Porto Velho,2272.924822,-2.529526,-44.296394,-8.749452,-63.873544
Porto Velho,São Luís,2272.924822,-8.749452,-63.873544,-2.529526,-44.296394
Tefé,Manaus,525.411569,-3.348528,-64.710228,-3.131633,-59.982504
Manaus,Tefé,525.411569,-3.131633,-59.982504,-3.348528,-64.710228
Belo Horizonte,Washington,7392.181603,-19.922732,-43.945095,38.895098,-77.036385
São Paulo,São Luís,2350.9336,-23.550651,-46.633382,-2.529526,-44.296394
São Luís,São Paulo,2350.9336,-2.529526,-44.296394,-23.550651,-46.633382
Campinas,Porto Velho,2385.586512,-22.905639,-47.059564,-8.749452,-63.873544
Porto Velho,Campinas,2385.586512,-8.749452,-63.873544,-22.905639,-47.059564
Porto Velho,Recife,3188.946756,-8.749452,-63.873544,-8.058493,-34.884819
Recife,Porto Velho,3188.946756,-8.058493,-34.884819,-8.749452,-63.873544
Uberlândia,Rio Branco,2324.770475,-18.918804,-48.276784,-9.976536,-67.822078
Rio Branco,Belo Horizonte,2788.636703,-9.976536,-67.822078,-19.922732,-43.945095
Santa Maria,Curitiba,650.950714,-29.686051,-53.806921,-25.429596,-49.271272
São Luís,Porto Alegre,3144.34856,-2.529526,-44.296394,-30.0325,-51.230377
Porto Alegre,São Luís,3144.34856,-30.0325,-51.230377,-2.529526,-44.296394
Porto Alegre,Rio Branco,2816.590791,-30.0325,-51.230377,-9.976536,-67.822078
Rio Branco,Porto Alegre,2816.590791,-9.976536,-67.822078,-30.0325,-51.230377
Vitória,Foz do Iguaçu,12817.773538,-36.59861,144.678005,-25.530402,-54.583069
Foz do Iguaçu,Vitória,12817.773538,-25.530402,-54.583069,-36.59861,144.678005
Porto Velho,Belo Horizonte,2476.391838,-8.749452,-63.873544,-19.922732,-43.945095
Belo Horizonte,Porto Velho,2476.391838,-19.922732,-43.945095,-8.749452,-63.873544
Belém,Rio Branco,2339.877113,-1.45056,-48.468245,-9.976536,-67.822078
Rio Branco,Belém,2339.877113,-9.976536,-67.822078,-1.45056,-48.468245
Recife,Juazeiro do Norte,497.193553,-8.058493,-34.884819,-7.215345,-39.315334
Juazeiro do Norte,Recife,497.193553,-7.215345,-39.315334,-8.058493,-34.884819
Chapecó,Brasília,1864.507599,-27.092236,-52.616688,-10.333333,-53.2
Brasília,Chapecó,1864.507599,-10.333333,-53.2,-27.092236,-52.616688
Belém,Belo Horizonte,2112.078094,-1.45056,-48.468245,-19.922732,-43.945095
Belo Horizonte,Belém,2112.078094,-19.922732,-43.945095,-1.45056,-48.468245
Brasília,Manilla,19225.713996,-10.333333,-53.2,14.590449,120.980362
Manilla,Brasília,19225.713996,14.590449,120.980362,-10.333333,-53.2
São Paulo,Bagdá,11506.082586,-23.550651,-46.633382,33.30617,44.387221
Argel,Rio de Janeiro,8219.448847,36.772933,3.058844,-22.911014,-43.209373
Rio de Janeiro,Argel,8219.448847,-22.911014,-43.209373,36.772933,3.058844
São José dos Pinhais,São Paulo,341.163538,-25.533816,-49.207216,-23.550651,-46.633382
São Paulo,São José dos Pinhais,341.163538,-23.550651,-46.633382,-25.533816,-49.207216
Aracaju,Curitiba,2061.944715,-10.916206,-37.077466,-25.429596,-49.271272
Curitiba,Aracaju,2061.944715,-25.429596,-49.271272,-10.916206,-37.077466
João Pessoa,Florianópolis,2694.042022,-7.121598,-34.882028,-27.5973,-48.54961
Florianópolis,João Pessoa,2694.042022,-27.5973,-48.54961,-7.121598,-34.882028
Florianópolis,Rio de Janeiro,748.101917,-27.5973,-48.54961,-22.911014,-43.209373
Rio de Janeiro,Florianópolis,748.101917,-22.911014,-43.209373,-27.5973,-48.54961
Rio de Janeiro,Campo Grande,1209.217764,-22.911014,-43.209373,-20.464017,-54.616295
Campo Grande,Rio de Janeiro,1209.217764,-20.464017,-54.616295,-22.911014,-43.209373
Porto Velho,Cuiabá,1137.143999,-8.749452,-63.873544,-15.598669,-56.09913
Brasília,Porto Velho,1183.515707,-10.333333,-53.2,-8.749452,-63.873544
Nova Delhi,Rio de Janeiro,14074.279603,28.613895,77.209006,-22.911014,-43.209373
Rio de Janeiro,Nova Delhi,14074.279603,-22.911014,-43.209373,28.613895,77.209006
Guarulhos,Nashville,7863.12952,-23.467594,-46.52777,36.162277,-86.774298
Nashville,Guarulhos,7863.12952,36.162277,-86.774298,-23.467594,-46.52777
Petrolina,Recife,634.106809,-9.381733,-40.496888,-8.058493,-34.884819
Recife,Petrolina,634.106809,-8.058493,-34.884819,-9.381733,-40.496888
Rio Branco,Manaus,1152.542964,-9.976536,-67.822078,-3.131633,-59.982504
Manaus,Rio Branco,1152.542964,-3.131633,-59.982504,-9.976536,-67.822078
São Paulo,Buenos Aires,1675.777584,-23.550651,-46.633382,-34.609558,-58.38879
São Paulo,Caxias do Sul,771.418412,-23.550651,-46.633382,-29.168504,-51.179638
Caxias do Sul,São Paulo,771.418412,-29.168504,-51.179638,-23.550651,-46.633382
Maceió,Fortaleza,720.35023,-9.647684,-35.733926,-3.793217,-38.528036
Fortaleza,Maceió,720.35023,-3.793217,-38.528036,-9.647684,-35.733926
Chicago,Cidade do México,2733.79212,41.875562,-87.624421,19.320772,-99.151468
Belo Horizonte,Astana,13480.459492,-19.922732,-43.945095,51.115993,71.467706
Astana,Belo Horizonte,13480.459492,51.115993,71.467706,-19.922732,-43.945095
Porto Seguro,Recife,1036.887112,-16.443473,-39.064251,-8.058493,-34.884819
Recife,Porto Seguro,1036.887112,-8.058493,-34.884819,-16.443473,-39.064251
Orlando,Miami,329.364892,28.542122,-81.379045,25.774157,-80.193597
Miami,Orlando,329.364892,25.774157,-80.193597,28.542122,-81.379045
Belo Horizonte,Aracaju,1242.365931,-19.922732,-43.945095,-10.916206,-37.077466
Aracaju,Belo Horizonte,1242.365931,-10.916206,-37.077466,-19.922732,-43.945095
Bissau,São Paulo,5187.179036,11.861324,-15.583055,-23.550651,-46.633382
São Paulo,Bissau,5187.179036,-23.550651,-46.633382,11.861324,-15.583055
Brasília,Johannesburg,8636.864269,-10.333333,-53.2,-26.205,28.049722
Brasília,Jacarta,17140.86359,-10.333333,-53.2,-6.175405,106.827168
Ribeirão Preto,Rio de Janeiro,511.812479,-21.177632,-47.810098,-22.911014,-43.209373
Rio de Janeiro,Ribeirão Preto,511.812479,-22.911014,-43.209373,-21.177632,-47.810098
Barreiras,São Luís,1071.860596,-12.144003,-44.996741,-2.529526,-44.296394
São Luís,Barreiras,1071.860596,-2.529526,-44.296394,-12.144003,-44.996741
Brasília,Buenos Aires,2750.358059,-10.333333,-53.2,-34.609558,-58.38879
Brasília,Nova Delhi,14479.94797,-10.333333,-53.2,28.613895,77.209006
Paris,Tóquio,9717.319083,48.85889,2.320041,35.67686,139.763895
Marília,Brasília,1366.001876,-22.2172,-49.950006,-10.333333,-53.2
Brasília,Marília,1366.001876,-10.333333,-53.2,-22.2172,-49.950006
Cruzeiro do Sul,Manaus,3052.324251,-29.513974,-51.991707,-3.131633,-59.982504
Manaus,Cruzeiro do Sul,3052.324251,-3.131633,-59.982504,-29.513974,-51.991707
Seul,Brasília,16986.824346,37.566679,126.978291,-10.333333,-53.2
Harare,Brasília,9056.953689,-17.856704,31.060158,-10.333333,-53.2
Houston,Manágua,2170.979502,29.758938,-95.367697,12.154712,-86.273725
Salvador,Natal,6314.323654,13.800038,-88.914068,-5.805398,-35.20809
Natal,Salvador,6314.323654,-5.805398,-35.20809,13.800038,-88.914068
Natal,Cuiabá,2525.840124,-5.805398,-35.20809,-15.598669,-56.09913
Cuiabá,Natal,2525.840124,-15.598669,-56.09913,-5.805398,-35.20809
Porto Alegre,Foz do Iguaçu,599.407516,-30.0325,-51.230377,-25.530402,-54.583069
Foz do Iguaçu,Porto Alegre,599.407516,-25.530402,-54.583069,-30.0325,-51.230377
Brasília,Seul,16986.824346,-10.333333,-53.2,37.566679,126.978291
Pelotas,Brasília,2385.283598,-31.769974,-52.341016,-10.333333,-53.2
Brasília,Pelotas,2385.283598,-10.333333,-53.2,-31.769974,-52.341016
Estocolmo,Brasília,9963.729857,59.325117,18.071094,-10.333333,-53.2
Brasília,Estocolmo,9963.729857,-10.333333,-53.2,59.325117,18.071094
Cidade do México,Brasília,6017.615163,19.320772,-99.151468,-10.333333,-53.2
Houston,Salvador,1894.40492,29.758938,-95.367697,13.800038,-88.914068
Salvador,Houston,1894.40492,13.800038,-88.914068,29.758938,-95.367697
Rio Branco,Brasília,1600.78348,-9.976536,-67.822078,-10.333333,-53.2
Brasília,Rio Branco,1600.78348,-10.333333,-53.2,-9.976536,-67.822078
Brasília,Houston,6343.206624,-10.333333,-53.2,29.758938,-95.367697
Houston,Brasília,6343.206624,29.758938,-95.367697,-10.333333,-53.2
Dallas,Brasília,6657.512623,32.776272,-96.796856,-10.333333,-53.2
Brasília,Dallas,6657.512623,-10.333333,-53.2,32.776272,-96.796856
São Paulo,Adis-Ababa,9943.332355,-23.550651,-46.633382,9.035812,38.752432
Adis-Ababa,São Paulo,9943.332355,9.035812,38.752432,-23.550651,-46.633382
Corumbá,Goiânia,925.376775,-19.000603,-57.650754,-16.680882,-49.253269
Goiânia,Campo Grande,704.504901,-16.680882,-49.253269,-20.464017,-54.616295
Brasília,Bissau,4833.467568,-10.333333,-53.2,11.861324,-15.583055
Brasília,Santa Maria,2152.845702,-10.333333,-53.2,-29.686051,-53.806921
Santa Maria,Brasília,2152.845702,-29.686051,-53.806921,-10.333333,-53.2
São Paulo,Montevidéu,1564.781554,-23.550651,-46.633382,-34.905892,-56.19131
Guarulhos,Goiânia,806.464336,-23.467594,-46.52777,-16.680882,-49.253269
Goiânia,Guarulhos,806.464336,-16.680882,-49.253269,-23.467594,-46.52777
Brasília,Bogotá,2850.448544,-10.333333,-53.2,4.653382,-74.083633
Guarulhos,Santa Maria,1000.538174,-23.467594,-46.52777,-29.686051,-53.806921
Santa Maria,Guarulhos,1000.538174,-29.686051,-53.806921,-23.467594,-46.52777
Rio de Janeiro,Manaus,2846.001803,-22.911014,-43.209373,-3.131633,-59.982504
Manaus,Rio de Janeiro,2846.001803,-3.131633,-59.982504,-22.911014,-43.209373
Curitiba,Santa Maria,650.950714,-25.429596,-49.271272,-29.686051,-53.806921
Goiânia,Cidade do México,6764.586492,-16.680882,-49.253269,19.320772,-99.151468
Cidade do México,Goiânia,6764.586492,19.320772,-99.151468,-16.680882,-49.253269
Vitória,Fernando de Noronha,15506.910837,-36.59861,144.678005,-3.85375,-32.419802
Fernando de Noronha,Vitória,15506.910837,-3.85375,-32.419802,-36.59861,144.678005
Oslo,Maputo,9755.577094,59.91333,10.73897,-25.966213,32.56745
Rio de Janeiro,Porto Velho,2707.662242,-22.911014,-43.209373,-8.749452,-63.873544
Porto Velho,Rio de Janeiro,2707.662242,-8.749452,-63.873544,-22.911014,-43.209373
San Antonio,Brasília,6563.377485,29.4246,-98.49514,-10.333333,-53.2
Nashville,San Antonio,1325.620563,36.162277,-86.774298,29.4246,-98.49514
Brasília,Nashville,6252.155327,-10.333333,-53.2,36.162277,-86.774298
Brasília,Vila Velha,1773.434355,-10.333333,-53.2,-20.329704,-40.292017
Vila Velha,Rio de Janeiro,416.300455,-20.329704,-40.292017,-22.911014,-43.209373
Ribeirão Preto,Porto Alegre,1042.446336,-21.177632,-47.810098,-30.0325,-51.230377
Porto Alegre,Ribeirão Preto,1042.446336,-30.0325,-51.230377,-21.177632,-47.810098
Cali,Brasília,3006.197849,3.410844,-76.581213,-10.333333,-53.2
Brasília,Cali,3006.197849,-10.333333,-53.2,3.410844,-76.581213
São José do Rio Preto,Porto Alegre,1041.845419,-20.812585,-49.380421,-30.0325,-51.230377
Porto Alegre,São José do Rio Preto,1041.845419,-30.0325,-51.230377,-20.812585,-49.380421
Boa Vista,Rio de Janeiro,3431.316087,2.820848,-60.671958,-22.911014,-43.209373
Rio de Janeiro,Macapá,2689.502163,-22.911014,-43.209373,0.040153,-51.056959
Macapá,Belém,332.141108,0.040153,-51.056959,-1.45056,-48.468245
Savannah - Georgia,Guarulhos,7185.934986,32.079007,-81.092134,-23.467594,-46.52777
Guarulhos,Savannah - Georgia,7185.934986,-23.467594,-46.52777,32.079007,-81.092134
Belo Horizonte,Foz do Iguaçu,1255.878225,-19.922732,-43.945095,-25.530402,-54.583069
Foz do Iguaçu,Belo Horizonte,1255.878225,-25.530402,-54.583069,-19.922732,-43.945095
Brasília,Abuja,7052.802388,-10.333333,-53.2,9.06433,7.489297
Abuja,Brasília,7052.802388,9.06433,7.489297,-10.333333,-53.2
Nairóbi,Cidade do México,14823.409259,-1.302398,36.828851,19.320772,-99.151468
Brasília,Belgrado,9560.707691,-10.333333,-53.2,44.815332,20.445659
Belgrado,Brasília,9560.707691,44.815332,20.445659,-10.333333,-53.2
Miami,Brasília,4964.976593,25.774157,-80.193597,-10.333333,-53.2
Brasília,Miami,4964.976593,-10.333333,-53.2,25.774157,-80.193597
Palmas,São Paulo,1497.235587,-10.183785,-48.333642,-23.550651,-46.633382
São Paulo,Palmas,1497.235587,-23.550651,-46.633382,-10.183785,-48.333642
Rio Branco,Cruzeiro do Sul,2724.95136,-9.976536,-67.822078,-29.513974,-51.991707
Cruzeiro do Sul,Rio Branco,2724.95136,-29.513974,-51.991707,-9.976536,-67.822078
Itamarati,Manaus,986.371952,-6.438519,-68.243738,-3.131633,-59.982504
Manaus,Itamarati,986.371952,-3.131633,-59.982504,-6.438519,-68.243738
Fortaleza,Lisboa,5607.354066,-3.793217,-38.528036,38.707751,-9.136592
